Date,Metric,Region,Product Category,Customer Segment,Marketing Channel,Product Seasonality,customer_segment,Value,YearMonth
2024-06-17,CLV,North,Wine,Medium-Value,Email,Winter,High Value,94.61,2024-06
2024-06-18,CLV,North,Wine,Medium-Value,Social Media,Fall,Mid Value,231.18,2024-06
2024-06-19,CLV,North,Wine,Medium-Value,SMS,Winter,Low Value,94.44,2024-06
2024-06-20,CLV,North,Wine,Medium-Value,Direct Mail,Summer,Mid Value,111.56,2024-06
2024-06-21,CLV,North,Wine,Low-Value,Email,Fall,Mid Value,120.46,2024-06
2024-06-22,CLV,North,Wine,Low-Value,Social Media,Summer,Low Value,140.89,2024-06
2024-06-23,CLV,North,Wine,Low-Value,SMS,Fall,Low Value,70.46,2024-06
2024-06-24,CLV,North,Wine,Low-Value,Direct Mail,Spring,Mid Value,51.4,2024-06
2024-06-25,CLV,North,Spirits,High-Value,Email,Winter,Mid Value,137.5,2024-06
2024-06-26,CLV,North,Spirits,High-Value,Social Media,Fall,Mid Value,68.82,2024-06
2024-06-27,CLV,North,Spirits,High-Value,SMS,Spring,Mid Value,97.59,2024-06
2024-06-28,CLV,North,Spirits,High-Value,Direct Mail,Summer,Mid Value,74.74,2024-06
2024-06-29,CLV,North,Spirits,Medium-Value,Email,Fall,Mid Value,93.94,2024-06
2024-06-30,CLV,North,Spirits,Medium-Value,Social Media,Winter,Mid Value,95.59,2024-06
2024-06-01,Repeat Purchase Rate,North,Beer,High-Value,Email,Summer,Low Value,54.2,2024-06
2024-06-02,Repeat Purchase Rate,North,Beer,High-Value,Social Media,Spring,Mid Value,98.45,2024-06
2024-06-03,Repeat Purchase Rate,North,Beer,High-Value,SMS,Winter,Mid Value,106.65,2024-06
2024-06-04,Repeat Purchase Rate,North,Beer,High-Value,Direct Mail,Fall,Mid Value,96.92,2024-06
2024-06-05,Repeat Purchase Rate,North,Beer,Medium-Value,Email,Fall,High Value,51.55,2024-06
2024-06-06,Repeat Purchase Rate,North,Beer,Medium-Value,Social Media,Fall,Low Value,50.25,2024-06
2024-06-07,Repeat Purchase Rate,North,Beer,Medium-Value,SMS,Fall,High Value,122.83,2024-06
2024-06-08,Repeat Purchase Rate,North,Beer,Medium-Value,Direct Mail,Summer,High Value,144.52,2024-06
2024-06-09,Repeat Purchase Rate,North,Beer,Low-Value,Email,Summer,Mid Value,75.46,2024-06
2024-06-10,Repeat Purchase Rate,North,Beer,Low-Value,Social Media,Winter,High Value,127.53,2024-06
2024-06-11,Repeat Purchase Rate,North,Beer,Low-Value,SMS,Spring,Mid Value,119.56,2024-06
2024-06-12,Repeat Purchase Rate,North,Beer,Low-Value,Direct Mail,Fall,Low Value,121.24,2024-06
2024-06-13,Repeat Purchase Rate,North,Wine,High-Value,Email,Fall,Mid Value,228.83,2024-06
2024-06-14,Repeat Purchase Rate,North,Wine,High-Value,Social Media,Summer,Low Value,90.63,2024-06
2024-06-15,Repeat Purchase Rate,North,Wine,High-Value,SMS,Fall,High Value,52.31,2024-06
2024-06-16,Repeat Purchase Rate,North,Wine,High-Value,Direct Mail,Fall,High Value,115.46,2024-06
2024-06-17,Repeat Purchase Rate,North,Wine,Medium-Value,Email,Summer,Mid Value,148.82,2024-06
2024-06-18,Repeat Purchase Rate,North,Wine,Medium-Value,Social Media,Summer,High Value,109.94,2024-06
2024-06-19,Repeat Purchase Rate,North,Wine,Medium-Value,SMS,Fall,Mid Value,66.7,2024-06
2024-06-20,Repeat Purchase Rate,North,Wine,Medium-Value,Direct Mail,Spring,Low Value,125.5,2024-06
2024-06-21,Repeat Purchase Rate,North,Wine,Low-Value,Email,Winter,High Value,136.12,2024-06
2024-06-22,Repeat Purchase Rate,North,Wine,Low-Value,Social Media,Spring,High Value,53.34,2024-06
2024-06-23,Repeat Purchase Rate,North,Wine,Low-Value,SMS,Summer,Low Value,54.91,2024-06
2024-06-24,Repeat Purchase Rate,North,Wine,Low-Value,Direct Mail,Summer,Low Value,100.93,2024-06
2024-06-25,Repeat Purchase Rate,North,Spirits,High-Value,Email,Summer,Low Value,76.77,2024-06
2024-06-26,Repeat Purchase Rate,North,Spirits,High-Value,Social Media,Summer,Low Value,156.31,2024-06
2024-06-27,Repeat Purchase Rate,North,Spirits,High-Value,SMS,Spring,Low Value,103.11,2024-06
2024-06-28,Repeat Purchase Rate,North,Spirits,High-Value,Direct Mail,Spring,Low Value,77.38,2024-06
2024-06-29,Repeat Purchase Rate,North,Spirits,Medium-Value,Email,Spring,Mid Value,131.92,2024-06
2024-06-30,Repeat Purchase Rate,North,Spirits,Medium-Value,Social Media,Fall,Mid Value,82.95,2024-06
2024-06-01,Campaign Conversion Rate,North,Beer,High-Value,Email,Spring,Low Value,142.55,2024-06
2024-06-02,Campaign Conversion Rate,North,Beer,High-Value,Social Media,Fall,High Value,125.79,2024-06
2024-06-03,Campaign Conversion Rate,North,Beer,High-Value,SMS,Summer,Low Value,120.41,2024-06
2024-06-04,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Winter,Mid Value,144.19,2024-06
2024-06-05,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Winter,Low Value,133.13,2024-06
2024-06-06,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Winter,High Value,60.02,2024-06
2024-06-07,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Fall,High Value,50.78,2024-06
2024-06-08,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Spring,Low Value,69.28,2024-06
2024-06-09,Campaign Conversion Rate,North,Beer,Low-Value,Email,Summer,Mid Value,147.94,2024-06
2024-06-10,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Spring,High Value,131.75,2024-06
2024-06-11,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Spring,High Value,99.58,2024-06
2024-06-12,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Spring,Mid Value,139,2024-06
2024-06-13,Campaign Conversion Rate,North,Wine,High-Value,Email,Winter,Mid Value,79.63,2024-06
2024-06-14,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Fall,High Value,72.39,2024-06
2024-06-15,Campaign Conversion Rate,North,Wine,High-Value,SMS,Summer,Low Value,98.42,2024-06
2024-06-16,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Winter,Low Value,139.6,2024-06
2024-06-17,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Fall,Mid Value,51.77,2024-06
2024-06-18,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Spring,High Value,67.43,2024-06
2024-06-19,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Summer,Low Value,52.5,2024-06
2024-06-20,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Fall,Low Value,148.6,2024-06
2024-06-21,Campaign Conversion Rate,North,Wine,Low-Value,Email,Winter,Low Value,92.37,2024-06
2024-06-22,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Winter,Low Value,140.51,2024-06
2024-06-23,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Winter,Mid Value,73.77,2024-06
2024-06-24,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Spring,High Value,112.71,2024-06
2024-06-25,Campaign Conversion Rate,North,Spirits,High-Value,Email,Winter,Low Value,191.45,2024-06
2024-06-26,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Fall,Low Value,118.64,2024-06
2024-06-27,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Fall,High Value,135.76,2024-06
2024-06-28,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Spring,Mid Value,71.55,2024-06
2024-06-29,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Spring,Mid Value,93.31,2024-06
2024-06-30,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Winter,Mid Value,68.27,2024-06
2024-07-01,Product Affinity Score,North,Beer,High-Value,Email,Winter,Low Value,74.05,2024-07
2024-07-02,Product Affinity Score,North,Beer,High-Value,Social Media,Fall,Low Value,106.97,2024-07
2024-07-03,Product Affinity Score,North,Beer,High-Value,SMS,Fall,Low Value,125.66,2024-07
2024-07-04,Product Affinity Score,North,Beer,High-Value,Direct Mail,Winter,High Value,142.21,2024-07
2024-07-05,Product Affinity Score,North,Beer,Medium-Value,Email,Summer,High Value,93.64,2024-07
2024-07-06,Product Affinity Score,North,Beer,Medium-Value,Social Media,Winter,Low Value,131.79,2024-07
2024-07-07,Product Affinity Score,North,Beer,Medium-Value,SMS,Summer,Mid Value,83.97,2024-07
2024-07-08,Product Affinity Score,North,Beer,Medium-Value,Direct Mail,Summer,High Value,129.89,2024-07
2024-07-09,Product Affinity Score,North,Beer,Low-Value,Email,Fall,Mid Value,130.12,2024-07
2024-07-10,Product Affinity Score,North,Beer,Low-Value,Social Media,Winter,Mid Value,141.95,2024-07
2024-07-11,Product Affinity Score,North,Beer,Low-Value,SMS,Summer,High Value,60.01,2024-07
2024-07-12,Product Affinity Score,North,Beer,Low-Value,Direct Mail,Winter,Low Value,127.84,2024-07
2024-07-13,Product Affinity Score,North,Wine,High-Value,Email,Summer,High Value,140.83,2024-07
2024-07-14,Product Affinity Score,North,Wine,High-Value,Social Media,Winter,Mid Value,138.67,2024-07
2024-07-15,Product Affinity Score,North,Wine,High-Value,SMS,Winter,Mid Value,148.2,2024-07
2024-07-16,Product Affinity Score,North,Wine,High-Value,Direct Mail,Winter,Low Value,140.3,2024-07
2024-07-17,Product Affinity Score,North,Wine,Medium-Value,Email,Winter,High Value,81.42,2024-07
2024-07-18,Product Affinity Score,North,Wine,Medium-Value,Social Media,Fall,High Value,78.79,2024-07
2024-07-19,Product Affinity Score,North,Wine,Medium-Value,SMS,Summer,Low Value,138.07,2024-07
2024-07-20,Product Affinity Score,North,Wine,Medium-Value,Direct Mail,Winter,Mid Value,106.35,2024-07
2024-07-21,Product Affinity Score,North,Wine,Low-Value,Email,Winter,High Value,103.2,2024-07
2024-07-22,Product Affinity Score,North,Wine,Low-Value,Social Media,Summer,Mid Value,129.22,2024-07
2024-07-23,Product Affinity Score,North,Wine,Low-Value,SMS,Fall,High Value,325.72,2024-07
2024-07-24,Product Affinity Score,North,Wine,Low-Value,Direct Mail,Winter,Low Value,143.85,2024-07
2024-07-25,Product Affinity Score,North,Spirits,High-Value,Email,Winter,Low Value,63.02,2024-07
2024-07-26,Product Affinity Score,North,Spirits,High-Value,Social Media,Spring,Mid Value,52.08,2024-07
2024-07-27,Product Affinity Score,North,Spirits,High-Value,SMS,Fall,High Value,112.97,2024-07
2024-07-28,Product Affinity Score,North,Spirits,High-Value,Direct Mail,Spring,High Value,89.8,2024-07
2024-07-29,Product Affinity Score,North,Spirits,Medium-Value,Email,Spring,Low Value,112.44,2024-07
2024-07-30,Product Affinity Score,North,Spirits,Medium-Value,Social Media,Summer,Low Value,143.68,2024-07
2024-07-01,Customer Engagement Score,North,Beer,High-Value,Email,Winter,High Value,108.13,2024-07
2024-07-02,Customer Engagement Score,North,Beer,High-Value,Social Media,Summer,High Value,73.26,2024-07
2024-07-03,Customer Engagement Score,North,Beer,High-Value,SMS,Summer,Low Value,100.9,2024-07
2024-07-04,Customer Engagement Score,North,Beer,High-Value,Direct Mail,Fall,Mid Value,148.32,2024-07
2024-07-05,Customer Engagement Score,North,Beer,Medium-Value,Email,Fall,Low Value,94.29,2024-07
2024-07-06,Customer Engagement Score,North,Beer,Medium-Value,Social Media,Fall,High Value,118.25,2024-07
2024-07-07,Customer Engagement Score,North,Beer,Medium-Value,SMS,Fall,Mid Value,82.84,2024-07
2024-07-08,Customer Engagement Score,North,Beer,Medium-Value,Direct Mail,Summer,High Value,57.34,2024-07
2024-07-09,Customer Engagement Score,North,Beer,Low-Value,Email,Fall,Low Value,98.53,2024-07
2024-07-10,Customer Engagement Score,North,Beer,Low-Value,Social Media,Summer,Low Value,98.55,2024-07
2024-07-11,Customer Engagement Score,North,Beer,Low-Value,SMS,Summer,High Value,58.24,2024-07
2024-07-12,Customer Engagement Score,North,Beer,Low-Value,Direct Mail,Spring,Mid Value,77.13,2024-07
2024-07-13,Customer Engagement Score,North,Wine,High-Value,Email,Spring,Low Value,147.72,2024-07
2024-07-14,Customer Engagement Score,North,Wine,High-Value,Social Media,Winter,High Value,71.21,2024-07
2024-07-15,Customer Engagement Score,North,Wine,High-Value,SMS,Spring,Mid Value,146.86,2024-07
2024-07-16,Customer Engagement Score,North,Wine,High-Value,Direct Mail,Winter,Low Value,139.82,2024-07
2024-07-17,Customer Engagement Score,North,Wine,Medium-Value,Email,Fall,Mid Value,149.2,2024-07
2024-07-18,Customer Engagement Score,North,Wine,Medium-Value,Social Media,Fall,High Value,55.3,2024-07
2024-07-19,Customer Engagement Score,North,Wine,Medium-Value,SMS,Summer,Low Value,142.73,2024-07
2024-07-20,Customer Engagement Score,North,Wine,Medium-Value,Direct Mail,Winter,High Value,98.42,2024-07
2024-07-21,Customer Engagement Score,North,Wine,Low-Value,Email,Winter,Low Value,70.94,2024-07
2024-07-22,Customer Engagement Score,North,Wine,Low-Value,Social Media,Winter,Mid Value,116.79,2024-07
2024-07-23,Customer Engagement Score,North,Wine,Low-Value,SMS,Winter,High Value,127.61,2024-07
2024-07-24,Customer Engagement Score,North,Wine,Low-Value,Direct Mail,Winter,High Value,129.75,2024-07
2024-07-25,Customer Engagement Score,North,Spirits,High-Value,Email,Spring,Low Value,81.45,2024-07
2024-07-26,Customer Engagement Score,North,Spirits,High-Value,Social Media,Summer,Low Value,103.35,2024-07
2024-07-27,Customer Engagement Score,North,Spirits,High-Value,SMS,Spring,Mid Value,148.17,2024-07
2024-07-28,Customer Engagement Score,North,Spirits,High-Value,Direct Mail,Fall,Low Value,126.34,2024-07
2024-07-29,Customer Engagement Score,North,Spirits,Medium-Value,Email,Summer,High Value,127.68,2024-07
2024-07-30,Customer Engagement Score,North,Spirits,Medium-Value,Social Media,Winter,High Value,53.94,2024-07
2024-07-01,CLV,North,Beer,High-Value,Email,Summer,High Value,97.59,2024-07
2024-07-02,CLV,North,Beer,High-Value,Social Media,Spring,Mid Value,88.84,2024-07
2024-07-03,CLV,North,Beer,High-Value,SMS,Spring,Low Value,95.12,2024-07
2024-07-04,CLV,North,Beer,High-Value,Direct Mail,Summer,Mid Value,139.55,2024-07
2024-07-05,CLV,North,Beer,Medium-Value,Email,Winter,High Value,139.04,2024-07
2024-07-06,CLV,North,Beer,Medium-Value,Social Media,Spring,High Value,53.5,2024-07
2024-07-07,CLV,North,Beer,Medium-Value,SMS,Fall,High Value,77.87,2024-07
2024-07-08,CLV,North,Beer,Medium-Value,Direct Mail,Winter,Low Value,114.92,2024-07
2024-07-09,CLV,North,Beer,Low-Value,Email,Spring,Mid Value,63.54,2024-07
2024-07-10,CLV,North,Beer,Low-Value,Social Media,Summer,Low Value,113.04,2024-07
2024-07-11,CLV,North,Beer,Low-Value,SMS,Spring,Low Value,135.96,2024-07
2024-07-12,CLV,North,Beer,Low-Value,Direct Mail,Spring,High Value,70.17,2024-07
2024-07-13,CLV,North,Wine,High-Value,Email,Fall,Mid Value,74.03,2024-07
2024-07-14,CLV,North,Wine,High-Value,Social Media,Fall,Mid Value,141.47,2024-07
2024-07-15,CLV,North,Wine,High-Value,SMS,Winter,Low Value,123.82,2024-07
2024-07-16,CLV,North,Wine,High-Value,Direct Mail,Spring,High Value,52.89,2024-07
2024-07-17,CLV,North,Wine,Medium-Value,Email,Summer,High Value,103.79,2024-07
2024-07-18,CLV,North,Wine,Medium-Value,Social Media,Summer,High Value,71.53,2024-07
2024-07-19,CLV,North,Wine,Medium-Value,SMS,Spring,High Value,131.07,2024-07
2024-07-20,CLV,North,Wine,Medium-Value,Direct Mail,Fall,Mid Value,124.64,2024-07
2024-07-21,CLV,North,Wine,Low-Value,Email,Spring,Mid Value,117.84,2024-07
2024-07-22,CLV,North,Wine,Low-Value,Social Media,Winter,Low Value,149.19,2024-07
2024-07-23,CLV,North,Wine,Low-Value,SMS,Spring,Mid Value,91.1,2024-07
2024-07-24,CLV,North,Wine,Low-Value,Direct Mail,Winter,Low Value,70.41,2024-07
2024-07-25,CLV,North,Spirits,High-Value,Email,Spring,Low Value,141.7,2024-07
2024-07-26,CLV,North,Spirits,High-Value,Social Media,Summer,Low Value,67.98,2024-07
2024-07-27,CLV,North,Spirits,High-Value,SMS,Fall,Mid Value,95.51,2024-07
2024-07-28,CLV,North,Spirits,High-Value,Direct Mail,Summer,Mid Value,73.36,2024-07
2024-07-29,CLV,North,Spirits,Medium-Value,Email,Summer,Low Value,50.78,2024-07
2024-07-30,CLV,North,Spirits,Medium-Value,Social Media,Winter,Low Value,129.38,2024-07
2024-07-01,Repeat Purchase Rate,North,Beer,High-Value,Email,Spring,Mid Value,52.47,2024-07
2024-07-02,Repeat Purchase Rate,North,Beer,High-Value,Social Media,Summer,Low Value,101.84,2024-07
2024-07-03,Repeat Purchase Rate,North,Beer,High-Value,SMS,Spring,Low Value,61.03,2024-07
2024-07-04,Repeat Purchase Rate,North,Beer,High-Value,Direct Mail,Spring,Low Value,144.02,2024-07
2024-07-05,Repeat Purchase Rate,North,Beer,Medium-Value,Email,Fall,Mid Value,136.76,2024-07
2024-07-06,Repeat Purchase Rate,North,Beer,Medium-Value,Social Media,Spring,High Value,54.32,2024-07
2024-07-07,Repeat Purchase Rate,North,Beer,Medium-Value,SMS,Fall,High Value,51.72,2024-07
2024-07-08,Repeat Purchase Rate,North,Beer,Medium-Value,Direct Mail,Fall,Low Value,190.17,2024-07
2024-07-09,Repeat Purchase Rate,North,Beer,Low-Value,Email,Winter,Mid Value,148.05,2024-07
2024-07-10,Repeat Purchase Rate,North,Beer,Low-Value,Social Media,Summer,Mid Value,66.09,2024-07
2024-07-11,Repeat Purchase Rate,North,Beer,Low-Value,SMS,Summer,Mid Value,106.55,2024-07
2024-07-12,Repeat Purchase Rate,North,Beer,Low-Value,Direct Mail,Fall,High Value,123.94,2024-07
2024-07-13,Repeat Purchase Rate,North,Wine,High-Value,Email,Winter,Low Value,145.9,2024-07
2024-07-14,Repeat Purchase Rate,North,Wine,High-Value,Social Media,Spring,Mid Value,134.7,2024-07
2024-07-15,Repeat Purchase Rate,North,Wine,High-Value,SMS,Spring,Mid Value,91.43,2024-07
2024-07-16,Repeat Purchase Rate,North,Wine,High-Value,Direct Mail,Summer,Mid Value,108.21,2024-07
2024-07-17,Repeat Purchase Rate,North,Wine,Medium-Value,Email,Fall,High Value,145.33,2024-07
2024-07-18,Repeat Purchase Rate,North,Wine,Medium-Value,Social Media,Spring,High Value,161.54,2024-07
2024-07-19,Repeat Purchase Rate,North,Wine,Medium-Value,SMS,Fall,High Value,70.09,2024-07
2024-07-20,Repeat Purchase Rate,North,Wine,Medium-Value,Direct Mail,Winter,Low Value,75.48,2024-07
2024-07-21,Repeat Purchase Rate,North,Wine,Low-Value,Email,Winter,Mid Value,86.01,2024-07
2024-07-22,Repeat Purchase Rate,North,Wine,Low-Value,Social Media,Winter,Mid Value,130.19,2024-07
2024-07-23,Repeat Purchase Rate,North,Wine,Low-Value,SMS,Winter,High Value,103.73,2024-07
2024-07-24,Repeat Purchase Rate,North,Wine,Low-Value,Direct Mail,Summer,High Value,113.44,2024-07
2024-07-25,Repeat Purchase Rate,North,Spirits,High-Value,Email,Winter,Mid Value,92.77,2024-07
2024-07-26,Repeat Purchase Rate,North,Spirits,High-Value,Social Media,Summer,Low Value,145.36,2024-07
2024-07-27,Repeat Purchase Rate,North,Spirits,High-Value,SMS,Fall,Low Value,92.6,2024-07
2024-07-28,Repeat Purchase Rate,North,Spirits,High-Value,Direct Mail,Spring,Mid Value,67.71,2024-07
2024-07-29,Repeat Purchase Rate,North,Spirits,Medium-Value,Email,Spring,Mid Value,148.13,2024-07
2024-07-30,Repeat Purchase Rate,North,Spirits,Medium-Value,Social Media,Fall,Mid Value,142.76,2024-07
2024-07-01,Campaign Conversion Rate,North,Beer,High-Value,Email,Winter,High Value,94.6,2024-07
2024-07-02,Campaign Conversion Rate,North,Beer,High-Value,Social Media,Spring,Low Value,110.74,2024-07
2024-07-03,Campaign Conversion Rate,North,Beer,High-Value,SMS,Fall,High Value,112.69,2024-07
2024-07-04,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Fall,Low Value,56.38,2024-07
2024-07-05,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Fall,High Value,73.11,2024-07
2024-07-06,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Winter,Mid Value,55.5,2024-07
2024-07-07,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Spring,Mid Value,104.87,2024-07
2024-07-08,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Fall,Mid Value,135.81,2024-07
2024-07-09,Campaign Conversion Rate,North,Beer,Low-Value,Email,Summer,Low Value,115.88,2024-07
2024-07-10,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Fall,Low Value,97.04,2024-07
2024-07-11,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Spring,High Value,84.49,2024-07
2024-07-12,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Summer,Mid Value,138.28,2024-07
2024-07-13,Campaign Conversion Rate,North,Wine,High-Value,Email,Spring,High Value,134.04,2024-07
2024-07-14,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Fall,Low Value,117.32,2024-07
2024-07-15,Campaign Conversion Rate,North,Wine,High-Value,SMS,Winter,High Value,141.73,2024-07
2024-07-16,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Fall,Mid Value,57.77,2024-07
2024-07-17,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Winter,Mid Value,137.9,2024-07
2024-07-18,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Fall,Mid Value,143.35,2024-07
2024-07-19,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Summer,Mid Value,133.64,2024-07
2024-07-20,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Fall,Mid Value,136.98,2024-07
2024-07-21,Campaign Conversion Rate,North,Wine,Low-Value,Email,Fall,Low Value,84.65,2024-07
2024-07-22,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Summer,Low Value,76.25,2024-07
2024-07-23,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Summer,Mid Value,60.79,2024-07
2024-07-24,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Fall,High Value,79.1,2024-07
2024-07-25,Campaign Conversion Rate,North,Spirits,High-Value,Email,Winter,Low Value,89.13,2024-07
2024-07-26,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Fall,Mid Value,83.5,2024-07
2024-07-27,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Fall,Mid Value,135.54,2024-07
2024-07-28,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Winter,Mid Value,87.82,2024-07
2024-07-29,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Fall,Mid Value,141.29,2024-07
2024-07-30,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Fall,High Value,72.71,2024-07
2024-08-01,Product Affinity Score,North,Beer,High-Value,Email,Summer,Low Value,129.07,2024-08
2024-08-02,Product Affinity Score,North,Beer,High-Value,Social Media,Fall,Mid Value,277.44,2024-08
2024-08-03,Product Affinity Score,North,Beer,High-Value,SMS,Summer,High Value,78.1,2024-08
2024-08-04,Product Affinity Score,North,Beer,High-Value,Direct Mail,Spring,Low Value,72.25,2024-08
2024-08-05,Product Affinity Score,North,Beer,Medium-Value,Email,Spring,Mid Value,58.48,2024-08
2024-08-06,Product Affinity Score,North,Beer,Medium-Value,Social Media,Fall,High Value,119.34,2024-08
2024-08-07,Product Affinity Score,North,Beer,Medium-Value,SMS,Summer,High Value,75.28,2024-08
2024-08-08,Product Affinity Score,North,Beer,Medium-Value,Direct Mail,Fall,Low Value,126.22,2024-08
2024-08-09,Product Affinity Score,North,Beer,Low-Value,Email,Fall,Low Value,135.21,2024-08
2024-08-10,Product Affinity Score,North,Beer,Low-Value,Social Media,Spring,High Value,108.14,2024-08
2024-08-11,Product Affinity Score,North,Beer,Low-Value,SMS,Spring,Mid Value,130.85,2024-08
2024-08-12,Product Affinity Score,North,Beer,Low-Value,Direct Mail,Winter,Mid Value,51.16,2024-08
2024-08-13,Product Affinity Score,North,Wine,High-Value,Email,Winter,Mid Value,97.35,2024-08
2024-08-14,Product Affinity Score,North,Wine,High-Value,Social Media,Fall,Low Value,62.72,2024-08
2024-08-15,Product Affinity Score,North,Wine,High-Value,SMS,Summer,Low Value,77.15,2024-08
2024-08-16,Product Affinity Score,North,Wine,High-Value,Direct Mail,Spring,Low Value,62.33,2024-08
2024-08-17,Product Affinity Score,North,Wine,Medium-Value,Email,Summer,Low Value,50.92,2024-08
2024-08-18,Product Affinity Score,North,Wine,Medium-Value,Social Media,Winter,High Value,67.44,2024-08
2024-08-19,Product Affinity Score,North,Wine,Medium-Value,SMS,Spring,Mid Value,75.43,2024-08
2024-08-20,Product Affinity Score,North,Wine,Medium-Value,Direct Mail,Summer,Low Value,98.83,2024-08
2024-08-21,Product Affinity Score,North,Wine,Low-Value,Email,Winter,High Value,62.13,2024-08
2024-08-22,Product Affinity Score,North,Wine,Low-Value,Social Media,Fall,Mid Value,74.72,2024-08
2024-08-23,Product Affinity Score,North,Wine,Low-Value,SMS,Fall,Mid Value,89.72,2024-08
2024-08-24,Product Affinity Score,North,Wine,Low-Value,Direct Mail,Winter,High Value,74.15,2024-08
2024-08-25,Product Affinity Score,North,Spirits,High-Value,Email,Winter,High Value,113.03,2024-08
2024-08-26,Product Affinity Score,North,Spirits,High-Value,Social Media,Spring,Low Value,89.87,2024-08
2024-08-27,Product Affinity Score,North,Spirits,High-Value,SMS,Fall,High Value,118.76,2024-08
2024-08-28,Product Affinity Score,North,Spirits,High-Value,Direct Mail,Fall,Low Value,89.56,2024-08
2024-08-29,Product Affinity Score,North,Spirits,Medium-Value,Email,Spring,Low Value,146.3,2024-08
2024-08-30,Product Affinity Score,North,Spirits,Medium-Value,Social Media,Winter,Mid Value,96.36,2024-08
2024-08-01,Customer Engagement Score,North,Beer,High-Value,Email,Spring,High Value,137.63,2024-08
2024-08-02,Customer Engagement Score,North,Beer,High-Value,Social Media,Winter,Low Value,108.64,2024-08
2024-08-03,Customer Engagement Score,North,Beer,High-Value,SMS,Spring,Mid Value,75.79,2024-08
2024-08-04,Customer Engagement Score,North,Beer,High-Value,Direct Mail,Spring,Mid Value,81.52,2024-08
2024-08-05,Customer Engagement Score,North,Beer,Medium-Value,Email,Fall,High Value,84.72,2024-08
2024-08-06,Customer Engagement Score,North,Beer,Medium-Value,Social Media,Spring,High Value,93.34,2024-08
2024-08-07,Customer Engagement Score,North,Beer,Medium-Value,SMS,Fall,High Value,146.96,2024-08
2024-08-08,Customer Engagement Score,North,Beer,Medium-Value,Direct Mail,Winter,Low Value,112.73,2024-08
2024-08-09,Customer Engagement Score,North,Beer,Low-Value,Email,Winter,Low Value,56.11,2024-08
2024-08-10,Customer Engagement Score,North,Beer,Low-Value,Social Media,Fall,Low Value,131.33,2024-08
2024-08-11,Customer Engagement Score,North,Beer,Low-Value,SMS,Spring,High Value,56.96,2024-08
2024-08-12,Customer Engagement Score,North,Beer,Low-Value,Direct Mail,Summer,Low Value,126.44,2024-08
2024-08-13,Customer Engagement Score,North,Wine,High-Value,Email,Spring,High Value,106.5,2024-08
2024-08-14,Customer Engagement Score,North,Wine,High-Value,Social Media,Winter,Low Value,138.83,2024-08
2024-08-15,Customer Engagement Score,North,Wine,High-Value,SMS,Fall,Low Value,131.19,2024-08
2024-08-16,Customer Engagement Score,North,Wine,High-Value,Direct Mail,Fall,Mid Value,114.27,2024-08
